id,category,keywords
20179,Case_Based,"['word_41', 'word_122', 'word_227', 'word_361', 'word_538', 'word_593', 'word_606', 'word_651', 'word_694', 'word_700', 'word_751', 'word_759', 'word_1014', 'word_1031', 'word_1039', 'word_1052', 'word_1150', 'word_1174', 'word_1178', 'word_1210', 'word_1246', 'word_1264', 'word_1382', 'word_1391', 'word_1420']"
80491,Neural_Networks,"['word_66', 'word_239', 'word_587', 'word_602', 'word_940', 'word_1030', 'word_1036', 'word_1050', 'word_1053', 'word_1076', 'word_1121', 'word_1150', 'word_1275', 'word_1302', 'word_1358', 'word_1393']"
561364,Probabilistic_Methods,"['word_27', 'word_103', 'word_277', 'word_475', 'word_495', 'word_500', 'word_649', 'word_662', 'word_694', 'word_730', 'word_788', 'word_813', 'word_822', 'word_1114', 'word_1210', 'word_1233', 'word_1255', 'word_1277', 'word_1309', 'word_1321', 'word_1332', 'word_1413', 'word_1415']"
20180,Case_Based,"['word_40', 'word_79', 'word_187', 'word_227', 'word_458', 'word_463', 'word_687', 'word_750', 'word_1076', 'word_1153', 'word_1174', 'word_1258', 'word_1264', 'word_1300', 'word_1326', 'word_1354', 'word_1375', 'word_1385', 'word_1390', 'word_1398', 'word_1426']"
1817,Genetic_Algorithms,"['word_45', 'word_100', 'word_177', 'word_206', 'word_300', 'word_432', 'word_496', 'word_508', 'word_592', 'word_616', 'word_676', 'word_716', 'word_845', 'word_875', 'word_876', 'word_1152', 'word_1178', 'word_1264', 'word_1293', 'word_1428']"
31043,Neural_Networks,"['word_9', 'word_20', 'word_93', 'word_370', 'word_394', 'word_462', 'word_541', 'word_611', 'word_614', 'word_616', 'word_667', 'word_676', 'word_716', 'word_775', 'word_1006', 'word_1077', 'word_1120', 'word_1145', 'word_1146', 'word_1178', 'word_1264', 'word_1331', 'word_1337', 'word_1353', 'word_1398']"
1102550,Genetic_Algorithms,"['word_40', 'word_168', 'word_251', 'word_300', 'word_311', 'word_396', 'word_442', 'word_626', 'word_775', 'word_928', 'word_991', 'word_1105', 'word_1148', 'word_1157', 'word_1178', 'word_1213', 'word_1387', 'word_1388']"
20193,Case_Based,"['word_508', 'word_626', 'word_722', 'word_726', 'word_1072', 'word_1098', 'word_1132', 'word_1133', 'word_1178', 'word_1181', 'word_1231', 'word_1284', 'word_1297', 'word_1306', 'word_1325', 'word_1333', 'word_1349', 'word_1419']"
1110579,Case_Based,"['word_27', 'word_231', 'word_240', 'word_243', 'word_304', 'word_514', 'word_887', 'word_979', 'word_1097', 'word_1120', 'word_1139', 'word_1173', 'word_1175', 'word_1181', 'word_1210', 'word_1231', 'word_1234', 'word_1252', 'word_1261']"
213279,Neural_Networks,"['word_90', 'word_127', 'word_154', 'word_232', 'word_279', 'word_350', 'word_442', 'word_777', 'word_831', 'word_916', 'word_927', 'word_1059', 'word_1139', 'word_1188', 'word_1334', 'word_1340', 'word_1356', 'word_1402']"
1133010,Probabilistic_Methods,"['word_20', 'word_58', 'word_136', 'word_173', 'word_278', 'word_280', 'word_399', 'word_475', 'word_688', 'word_730', 'word_764', 'word_938', 'word_972', 'word_1171', 'word_1185', 'word_1264', 'word_1269', 'word_1282', 'word_1293', 'word_1321', 'word_1329']"
157761,Theory,"['word_133', 'word_174', 'word_212', 'word_327', 'word_620', 'word_758', 'word_759', 'word_778', 'word_785', 'word_861', 'word_1082', 'word_1147', 'word_1199', 'word_1252', 'word_1264', 'word_1337', 'word_1340', 'word_1349']"
31055,Neural_Networks,"['word_20', 'word_71', 'word_314', 'word_407', 'word_510', 'word_561', 'word_624', 'word_701', 'word_736', 'word_775', 'word_811', 'word_970', 'word_982', 'word_1175', 'word_1234', 'word_1263', 'word_1296', 'word_1302', 'word_1304', 'word_1337', 'word_1359', 'word_1390']"
12194,Theory,"['word_63', 'word_166', 'word_313', 'word_325', 'word_407', 'word_455', 'word_620', 'word_726', 'word_778', 'word_784', 'word_870', 'word_964', 'word_1020', 'word_1111', 'word_1210', 'word_1260', 'word_1264', 'word_1293', 'word_1297', 'word_1349', 'word_1385', 'word_1398']"
1133028,Theory,"['word_136', 'word_163', 'word_620', 'word_641', 'word_669', 'word_702', 'word_730', 'word_886', 'word_970', 'word_985', 'word_1124', 'word_1160', 'word_1199', 'word_1204', 'word_1264', 'word_1302', 'word_1329', 'word_1382']"
578780,Genetic_Algorithms,"['word_4', 'word_133', 'word_300', 'word_496', 'word_508', 'word_529', 'word_730', 'word_912', 'word_926', 'word_964', 'word_1073', 'word_1133', 'word_1175', 'word_1178', 'word_1241', 'word_1259', 'word_1264', 'word_1307', 'word_1315']"
12198,Theory,"['word_58', 'word_133', 'word_212', 'word_214', 'word_275', 'word_306', 'word_396', 'word_474', 'word_475', 'word_480', 'word_648', 'word_813', 'word_877', 'word_959', 'word_972', 'word_1091', 'word_1132', 'word_1171', 'word_1178', 'word_1282', 'word_1353', 'word_1382', 'word_1426']"
12199,Theory,"['word_90', 'word_212', 'word_340', 'word_480', 'word_490', 'word_508', 'word_510', 'word_917', 'word_930', 'word_966', 'word_1132', 'word_1178', 'word_1210', 'word_1212', 'word_1260', 'word_1264', 'word_1296']"
90655,Neural_Networks,"['word_20', 'word_122', 'word_131', 'word_151', 'word_154', 'word_214', 'word_293', 'word_384', 'word_465', 'word_696', 'word_719', 'word_775', 'word_974', 'word_1062', 'word_1097', 'word_1103', 'word_1119', 'word_1163', 'word_1178', 'word_1199', 'word_1264', 'word_1293', 'word_1364']"
6130,Neural_Networks,"['word_53', 'word_136', 'word_360', 'word_510', 'word_611', 'word_756', 'word_925', 'word_932', 'word_968', 'word_1053', 'word_1160', 'word_1178', 'word_1205', 'word_1264', 'word_1331', 'word_1382', 'word_1411']"
337766,Case_Based,"['word_5', 'word_41', 'word_42', 'word_229', 'word_235', 'word_370', 'word_716', 'word_729', 'word_751', 'word_759', 'word_813', 'word_850', 'word_1034', 'word_1076', 'word_1132', 'word_1174', 'word_1203', 'word_1264', 'word_1354', 'word_1382']"
112787,Case_Based,"['word_41', 'word_316', 'word_759', 'word_1145']"
1133047,Genetic_Algorithms,"['word_40', 'word_187', 'word_399', 'word_443', 'word_508', 'word_669', 'word_726', 'word_730', 'word_764', 'word_815', 'word_1076', 'word_1139', 'word_1145', 'word_1146', 'word_1178', 'word_1205', 'word_1223', 'word_1264', 'word_1297', 'word_1304', 'word_1398']"
1105428,Rule_Learning,"['word_45', 'word_82', 'word_142', 'word_183', 'word_298', 'word_370', 'word_425', 'word_470', 'word_669', 'word_731', 'word_760', 'word_784', 'word_810', 'word_1020', 'word_1145', 'word_1152', 'word_1178', 'word_1217', 'word_1260', 'word_1318', 'word_1337', 'word_1349']"
785678,Genetic_Algorithms,"['word_98', 'word_459', 'word_505', 'word_565', 'word_620', 'word_725', 'word_784', 'word_873', 'word_961', 'word_1076', 'word_1080', 'word_1132', 'word_1193', 'word_1257', 'word_1264', 'word_1291', 'word_1329', 'word_1330', 'word_1353', 'word_1382']"
644441,Probabilistic_Methods,"['word_66', 'word_403', 'word_549', 'word_598', 'word_649', 'word_683', 'word_699', 'word_703', 'word_822', 'word_884', 'word_950', 'word_1017', 'word_1098', 'word_1208', 'word_1209', 'word_1259', 'word_1293', 'word_1335', 'word_1339', 'word_1353', 'word_1382', 'word_1386', 'word_1390', 'word_1413', 'word_1415']"
672064,Neural_Networks,"['word_53', 'word_293', 'word_345', 'word_396', 'word_443', 'word_611', 'word_626', 'word_704', 'word_724', 'word_757', 'word_761', 'word_856', 'word_867', 'word_987', 'word_1076', 'word_1178', 'word_1256', 'word_1264', 'word_1302', 'word_1326', 'word_1346', 'word_1356', 'word_1361', 'word_1390']"
41216,Neural_Networks,"['word_20', 'word_62', 'word_137', 'word_139', 'word_208', 'word_250', 'word_352', 'word_418', 'word_421', 'word_472', 'word_508', 'word_569', 'word_589', 'word_702', 'word_756', 'word_775', 'word_893', 'word_913', 'word_945', 'word_1073', 'word_1132', 'word_1175', 'word_1188', 'word_1231']"
1105433,Probabilistic_Methods,"['word_20', 'word_52', 'word_63', 'word_126', 'word_226', 'word_264', 'word_520', 'word_620', 'word_648', 'word_999', 'word_1093', 'word_1095', 'word_1209', 'word_1210', 'word_1248', 'word_1250', 'word_1255', 'word_1425']"
1113459,Reinforcement_Learning,"['word_46', 'word_57', 'word_100', 'word_339', 'word_357', 'word_371', 'word_381', 'word_508', 'word_582', 'word_649', 'word_724', 'word_736', 'word_805', 'word_875', 'word_916', 'word_940', 'word_1072', 'word_1124', 'word_1195', 'word_1264', 'word_1302', 'word_1329']"
55770,Case_Based,"['word_5', 'word_27', 'word_137', 'word_285', 'word_399', 'word_429', 'word_607', 'word_614', 'word_727', 'word_729', 'word_751', 'word_759', 'word_924', 'word_1076', 'word_1145', 'word_1175', 'word_1288', 'word_1304', 'word_1315']"
6163,Reinforcement_Learning,"['word_14', 'word_40', 'word_43', 'word_133', 'word_248', 'word_293', 'word_337', 'word_360', 'word_582', 'word_599', 'word_670', 'word_742', 'word_775', 'word_976', 'word_1072', 'word_1076', 'word_1133', 'word_1264', 'word_1277', 'word_1280', 'word_1329']"
259701,Genetic_Algorithms,"['word_62', 'word_133', 'word_204', 'word_496', 'word_508', 'word_744', 'word_805', 'word_978', 'word_1152', 'word_1156', 'word_1172', 'word_1175', 'word_1210', 'word_1282', 'word_1353']"
259702,Genetic_Algorithms,"['word_90', 'word_133', 'word_141', 'word_462', 'word_508', 'word_611', 'word_704', 'word_713', 'word_736', 'word_963', 'word_1144', 'word_1152', 'word_1172', 'word_1180', 'word_1199', 'word_1276', 'word_1304', 'word_1356', 'word_1360', 'word_1394', 'word_1412']"
1131607,Probabilistic_Methods,"['word_24', 'word_132', 'word_239', 'word_435', 'word_448', 'word_489', 'word_657', 'word_724', 'word_725', 'word_746', 'word_805', 'word_855', 'word_1028', 'word_1072', 'word_1122', 'word_1184', 'word_1188', 'word_1199', 'word_1271', 'word_1329', 'word_1347', 'word_1384', 'word_1390']"
430329,Neural_Networks,"['word_20', 'word_380', 'word_394', 'word_515', 'word_572', 'word_667', 'word_756', 'word_775', 'word_780', 'word_861', 'word_866', 'word_912', 'word_1061', 'word_1120', 'word_1172', 'word_1203', 'word_1215', 'word_1296', 'word_1340', 'word_1390']"
643734,Neural_Networks,"['word_18', 'word_131', 'word_133', 'word_134', 'word_215', 'word_229', 'word_241', 'word_331', 'word_722', 'word_727', 'word_778', 'word_958', 'word_986', 'word_1076', 'word_1160', 'word_1178', 'word_1225', 'word_1258', 'word_1306', 'word_1418']"
643735,Neural_Networks,"['word_20', 'word_45', 'word_241', 'word_258', 'word_350', 'word_476', 'word_558', 'word_563', 'word_682', 'word_699', 'word_730', 'word_736', 'word_775', 'word_1076', 'word_1079', 'word_1172', 'word_1204', 'word_1206', 'word_1210', 'word_1322', 'word_1331', 'word_1335', 'word_1380']"
656048,Case_Based,"['word_98', 'word_148', 'word_249', 'word_676', 'word_760', 'word_764', 'word_896', 'word_946', 'word_974', 'word_1076', 'word_1124', 'word_1172', 'word_1210', 'word_1264', 'word_1275', 'word_1398']"
1131611,Theory,"['word_191', 'word_209', 'word_285', 'word_508', 'word_541', 'word_750', 'word_795', 'word_967', 'word_970', 'word_1132', 'word_1145', 'word_1147', 'word_1150', 'word_1178', 'word_1199', 'word_1264', 'word_1267', 'word_1268']"
1105450,Theory,"['word_57', 'word_80', 'word_143', 'word_206', 'word_421', 'word_426', 'word_508', 'word_702', 'word_875', 'word_1074', 'word_1124', 'word_1142', 'word_1160', 'word_1178', 'word_1199', 'word_1258', 'word_1267', 'word_1302', 'word_1329', 'word_1332', 'word_1387']"
15076,Neural_Networks,"['word_129', 'word_275', 'word_340', 'word_508', 'word_541', 'word_759', 'word_764', 'word_970', 'word_979', 'word_1173', 'word_1204', 'word_1309', 'word_1332', 'word_1353']"
10793,Theory,"['word_60', 'word_220', 'word_221', 'word_256', 'word_285', 'word_439', 'word_459', 'word_508', 'word_661', 'word_916', 'word_922', 'word_932', 'word_964', 'word_1077', 'word_1126', 'word_1132', 'word_1167', 'word_1178', 'word_1210', 'word_1264', 'word_1291', 'word_1302', 'word_1315', 'word_1424']"
647315,Genetic_Algorithms,"['word_79', 'word_141', 'word_309', 'word_327', 'word_369', 'word_496', 'word_508', 'word_624', 'word_837', 'word_912', 'word_931', 'word_1050', 'word_1123', 'word_1133', 'word_1152', 'word_1208', 'word_1401']"
33231,Probabilistic_Methods,"['word_20', 'word_28', 'word_132', 'word_225', 'word_325', 'word_368', 'word_423', 'word_457', 'word_465', 'word_475', 'word_496', 'word_497', 'word_506', 'word_611', 'word_626', 'word_649', 'word_662', 'word_699', 'word_809', 'word_1072', 'word_1171', 'word_1176', 'word_1184', 'word_1188', 'word_1210', 'word_1237', 'word_1356', 'word_1430']"
1116328,Neural_Networks,"['word_30', 'word_66', 'word_99', 'word_127', 'word_173', 'word_177', 'word_218', 'word_242', 'word_264', 'word_323', 'word_520', 'word_536', 'word_648', 'word_730', 'word_952', 'word_959', 'word_1111', 'word_1165', 'word_1178', 'word_1264', 'word_1423']"
594025,Genetic_Algorithms,"['word_13', 'word_42', 'word_300', 'word_415', 'word_465', 'word_653', 'word_682', 'word_698', 'word_814', 'word_914', 'word_938', 'word_970', 'word_1113', 'word_1178', 'word_1296', 'word_1297', 'word_1329', 'word_1332', 'word_1337', 'word_1382']"
315266,Probabilistic_Methods,"['word_20', 'word_257', 'word_285', 'word_293', 'word_510', 'word_589', 'word_861', 'word_894', 'word_982', 'word_1072', 'word_1172', 'word_1175', 'word_1178', 'word_1184', 'word_1188', 'word_1209', 'word_1255', 'word_1264', 'word_1350', 'word_1390', 'word_1419', 'word_1424']"
643777,Neural_Networks,"['word_20', 'word_86', 'word_394', 'word_541', 'word_600', 'word_646', 'word_730', 'word_795', 'word_946', 'word_970', 'word_1047', 'word_1072', 'word_1076', 'word_1132', 'word_1144', 'word_1177', 'word_1178', 'word_1225', 'word_1264', 'word_1307', 'word_1356', 'word_1377', 'word_1427']"
1130927,Neural_Networks,"['word_14', 'word_89', 'word_136', 'word_229', 'word_360', 'word_364', 'word_513', 'word_630', 'word_753', 'word_756', 'word_761', 'word_883', 'word_924', 'word_968', 'word_1065', 'word_1107', 'word_1178', 'word_1210', 'word_1264', 'word_1326', 'word_1360', 'word_1395']"
1132385,Theory,"['word_136', 'word_337', 'word_432', 'word_940', 'word_1160', 'word_1210', 'word_1354']"
1108329,Case_Based,"['word_2', 'word_5', 'word_27', 'word_65', 'word_98', 'word_100', 'word_582', 'word_620', 'word_720', 'word_724', 'word_744', 'word_751', 'word_810', 'word_993', 'word_1156', 'word_1264', 'word_1275', 'word_1304', 'word_1331', 'word_1426']"
1130929,Neural_Networks,"['word_60', 'word_125', 'word_126', 'word_136', 'word_174', 'word_284', 'word_388', 'word_611', 'word_674', 'word_709', 'word_727', 'word_730', 'word_731', 'word_808', 'word_814', 'word_911', 'word_938', 'word_1118', 'word_1199', 'word_1204', 'word_1210', 'word_1264', 'word_1293', 'word_1302', 'word_1382']"
1104769,Probabilistic_Methods,"['word_113', 'word_402', 'word_422', 'word_677', 'word_932', 'word_1264']"
594047,Genetic_Algorithms,"['word_42', 'word_141', 'word_148', 'word_300', 'word_339', 'word_496', 'word_593', 'word_594', 'word_916', 'word_989', 'word_1097', 'word_1150', 'word_1162', 'word_1231', 'word_1263', 'word_1267', 'word_1275', 'word_1387', 'word_1394', 'word_1428']"
1130931,Neural_Networks,"['word_699', 'word_724', 'word_877', 'word_968', 'word_1076', 'word_1264', 'word_1390']"
1130934,Neural_Networks,"['word_5', 'word_136', 'word_230', 'word_254', 'word_475', 'word_484', 'word_611', 'word_652', 'word_730', 'word_757', 'word_759', 'word_956', 'word_1178', 'word_1210', 'word_1232', 'word_1271', 'word_1334', 'word_1370', 'word_1387']"
141868,Case_Based,"['word_907', 'word_1072', 'word_1120', 'word_1260', 'word_1264']"
593329,Genetic_Algorithms,"['word_6', 'word_9', 'word_98', 'word_228', 'word_293', 'word_300', 'word_360', 'word_384', 'word_496', 'word_601', 'word_755', 'word_765', 'word_818', 'word_855', 'word_877', 'word_912', 'word_1028', 'word_1050', 'word_1055', 'word_1133', 'word_1181']"
144701,Genetic_Algorithms,"['word_7', 'word_39', 'word_40', 'word_122', 'word_133', 'word_155', 'word_285', 'word_300', 'word_331', 'word_369', 'word_496', 'word_506', 'word_511', 'word_625', 'word_762', 'word_780', 'word_916', 'word_979', 'word_1055', 'word_1133', 'word_1178', 'word_1264', 'word_1300', 'word_1387', 'word_1407']"
574462,Genetic_Algorithms,"['word_152', 'word_234', 'word_488', 'word_496', 'word_508', 'word_511', 'word_563', 'word_755', 'word_818', 'word_923', 'word_1133', 'word_1178', 'word_1210', 'word_1292', 'word_1372']"
60170,Neural_Networks,"['word_20', 'word_26', 'word_54', 'word_126', 'word_137', 'word_262', 'word_291', 'word_379', 'word_426', 'word_775', 'word_895', 'word_912', 'word_1097', 'word_1126', 'word_1156', 'word_1178', 'word_1204', 'word_1329', 'word_1333', 'word_1340', 'word_1382', 'word_1394']"
120039,Case_Based,"['word_59', 'word_94', 'word_128', 'word_180', 'word_212', 'word_235', 'word_327', 'word_471', 'word_475', 'word_626', 'word_755', 'word_857', 'word_1255', 'word_1264', 'word_1302', 'word_1318', 'word_1331', 'word_1353', 'word_1356', 'word_1382']"
502574,Case_Based,"['word_87', 'word_370', 'word_485', 'word_506', 'word_567', 'word_632', 'word_764', 'word_1036', 'word_1073', 'word_1076', 'word_1109', 'word_1171', 'word_1172', 'word_1178', 'word_1210', 'word_1235', 'word_1264', 'word_1296', 'word_1306', 'word_1307', 'word_1349', 'word_1390']"
293974,Probabilistic_Methods,"['word_5', 'word_27', 'word_52', 'word_81', 'word_122', 'word_285', 'word_293', 'word_475', 'word_586', 'word_611', 'word_648', 'word_719', 'word_727', 'word_759', 'word_766', 'word_861', 'word_1052', 'word_1072', 'word_1076', 'word_1090', 'word_1209', 'word_1263', 'word_1275', 'word_1350', 'word_1432']"
1108363,Case_Based,"['word_2', 'word_5', 'word_44', 'word_344', 'word_367', 'word_510', 'word_515', 'word_540', 'word_724', 'word_729', 'word_751', 'word_820', 'word_1059', 'word_1119', 'word_1144', 'word_1150', 'word_1171', 'word_1207', 'word_1234', 'word_1267', 'word_1370']"
191216,Neural_Networks,"['word_14', 'word_133', 'word_204', 'word_239', 'word_508', 'word_576', 'word_589', 'word_716', 'word_809', 'word_851', 'word_968', 'word_1118', 'word_1175', 'word_1178', 'word_1199', 'word_1236', 'word_1264', 'word_1302', 'word_1306', 'word_1309', 'word_1333', 'word_1380']"
469504,Neural_Networks,"['word_20', 'word_74', 'word_133', 'word_316', 'word_511', 'word_515', 'word_738', 'word_804', 'word_878', 'word_899', 'word_970', 'word_983', 'word_1172', 'word_1180', 'word_1185', 'word_1194', 'word_1333', 'word_1354', 'word_1366', 'word_1369']"
358866,Probabilistic_Methods,"['word_126', 'word_136', 'word_156', 'word_242', 'word_333', 'word_447', 'word_536', 'word_557', 'word_648', 'word_812', 'word_987', 'word_1161', 'word_1255', 'word_1305', 'word_1339']"
1116397,Case_Based,"['word_1150', 'word_1181', 'word_1240']"
191222,Neural_Networks,"['word_42', 'word_129', 'word_204', 'word_249', 'word_303', 'word_368', 'word_493', 'word_764', 'word_936', 'word_958', 'word_1173', 'word_1178', 'word_1182', 'word_1235']"
36145,Neural_Networks,"['word_20', 'word_105', 'word_110', 'word_174', 'word_204', 'word_336', 'word_338', 'word_558', 'word_616', 'word_756', 'word_820', 'word_936', 'word_958', 'word_991', 'word_1097', 'word_1160', 'word_1171', 'word_1180', 'word_1231', 'word_1267', 'word_1297', 'word_1329', 'word_1332', 'word_1356', 'word_1387']"
1115677,Neural_Networks,"['word_20', 'word_87', 'word_204', 'word_245', 'word_346', 'word_508', 'word_704', 'word_736', 'word_755', 'word_775', 'word_815', 'word_816', 'word_839', 'word_968', 'word_1152', 'word_1167', 'word_1178', 'word_1354', 'word_1356', 'word_1382', 'word_1424']"
577331,Genetic_Algorithms,"['word_133', 'word_164', 'word_181', 'word_537', 'word_609', 'word_703', 'word_716', 'word_840', 'word_923', 'word_1050', 'word_1091', 'word_1123', 'word_1205', 'word_1232', 'word_1250', 'word_1302', 'word_1410']"
31863,Probabilistic_Methods,"['word_64', 'word_212', 'word_253', 'word_284', 'word_286', 'word_431', 'word_456', 'word_510', 'word_541', 'word_624', 'word_709', 'word_750', 'word_813', 'word_860', 'word_913', 'word_936', 'word_1055', 'word_1132', 'word_1140', 'word_1178', 'word_1264']"
566488,Case_Based,"['word_225', 'word_796', 'word_1150', 'word_1398', 'word_1424']"
358887,Probabilistic_Methods,"['word_64', 'word_78', 'word_104', 'word_126', 'word_136', 'word_286', 'word_447', 'word_456', 'word_487', 'word_510', 'word_540', 'word_725', 'word_806', 'word_817', 'word_827', 'word_894', 'word_1074', 'word_1140', 'word_1145', 'word_1171', 'word_1205', 'word_1210', 'word_1317', 'word_1321']"
6935,Rule_Learning,"['word_49', 'word_75', 'word_123', 'word_131', 'word_301', 'word_539', 'word_682', 'word_820', 'word_1076', 'word_1098', 'word_1132', 'word_1171', 'word_1172', 'word_1178', 'word_1293']"
6939,Rule_Learning,"['word_27', 'word_35', 'word_40', 'word_133', 'word_278', 'word_488', 'word_562', 'word_703', 'word_726', 'word_778', 'word_860', 'word_1067', 'word_1076', 'word_1096', 'word_1153', 'word_1178', 'word_1262', 'word_1264']"
197783,Neural_Networks,"['word_3', 'word_20', 'word_508', 'word_727', 'word_755', 'word_775', 'word_828', 'word_912', 'word_1188', 'word_1204', 'word_1248', 'word_1250', 'word_1264', 'word_1297', 'word_1302', 'word_1329', 'word_1382', 'word_1402']"
34708,Neural_Networks,"['word_98', 'word_122', 'word_168', 'word_187', 'word_314', 'word_588', 'word_611', 'word_624', 'word_716', 'word_815', 'word_938', 'word_982', 'word_1076', 'word_1132', 'word_1175', 'word_1177', 'word_1258', 'word_1264', 'word_1302', 'word_1306', 'word_1424']"
1107674,Genetic_Algorithms,"['word_141', 'word_508', 'word_989']"
248119,Theory,"['word_188', 'word_212', 'word_259', 'word_508', 'word_724', 'word_778', 'word_1054', 'word_1060', 'word_1126', 'word_1178', 'word_1264', 'word_1282', 'word_1305', 'word_1380', 'word_1414', 'word_1427']"
318187,Rule_Learning,"['word_48', 'word_122', 'word_134', 'word_195', 'word_256', 'word_459', 'word_486', 'word_761', 'word_777', 'word_806', 'word_814', 'word_815', 'word_875', 'word_914', 'word_1006', 'word_1076', 'word_1096', 'word_1098', 'word_1133', 'word_1178', 'word_1216', 'word_1296']"
1152714,Neural_Networks,"['word_20', 'word_59', 'word_127', 'word_380', 'word_403', 'word_449', 'word_466', 'word_725', 'word_759', 'word_775', 'word_820', 'word_866', 'word_915', 'word_1178', 'word_1199', 'word_1207', 'word_1210', 'word_1275', 'word_1333', 'word_1356']"
300071,Probabilistic_Methods,"['word_101', 'word_193', 'word_208', 'word_457', 'word_508', 'word_540', 'word_620', 'word_649', 'word_846', 'word_861', 'word_879', 'word_970', 'word_1072', 'word_1188', 'word_1195', 'word_1210', 'word_1248', 'word_1250', 'word_1264', 'word_1429']"
1120020,Reinforcement_Learning,"['word_42', 'word_100', 'word_188', 'word_380', 'word_473', 'word_582', 'word_589', 'word_605', 'word_702', 'word_912', 'word_938', 'word_1131', 'word_1139', 'word_1145', 'word_1165', 'word_1231', 'word_1256', 'word_1264', 'word_1271', 'word_1275', 'word_1329', 'word_1331', 'word_1357', 'word_1390', 'word_1427', 'word_1430']"
423816,Genetic_Algorithms,"['word_20', 'word_27', 'word_58', 'word_90', 'word_94', 'word_100', 'word_212', 'word_331', 'word_354', 'word_473', 'word_622', 'word_629', 'word_986', 'word_1053', 'word_1145', 'word_1178', 'word_1210', 'word_1263', 'word_1303', 'word_1330', 'word_1355']"
1106966,Reinforcement_Learning,"['word_20', 'word_133', 'word_204', 'word_337', 'word_360', 'word_559', 'word_593', 'word_1072', 'word_1128', 'word_1133', 'word_1156', 'word_1250', 'word_1263', 'word_1353', 'word_1390']"
148341,Genetic_Algorithms,"['word_26', 'word_62', 'word_111', 'word_114', 'word_180', 'word_306', 'word_389', 'word_495', 'word_496', 'word_508', 'word_535', 'word_598', 'word_626', 'word_752', 'word_1026', 'word_1053', 'word_1061', 'word_1100', 'word_1150', 'word_1297', 'word_1333', 'word_1334', 'word_1355', 'word_1410', 'word_1427']"
136766,Rule_Learning,"['word_5', 'word_62', 'word_188', 'word_281', 'word_399', 'word_407', 'word_620', 'word_674', 'word_676', 'word_702', 'word_896', 'word_1003', 'word_1105', 'word_1171', 'word_1178', 'word_1234', 'word_1264', 'word_1304', 'word_1348', 'word_1398']"
325497,Reinforcement_Learning,"['word_101', 'word_353', 'word_423', 'word_510', 'word_514', 'word_518', 'word_597', 'word_702', 'word_716', 'word_745', 'word_788', 'word_878', 'word_986', 'word_1048', 'word_1050', 'word_1161', 'word_1181', 'word_1275']"
136767,Theory,"['word_212', 'word_340', 'word_490', 'word_730', 'word_801', 'word_883', 'word_904', 'word_959', 'word_1058', 'word_1096', 'word_1178', 'word_1212', 'word_1260', 'word_1262', 'word_1264', 'word_1345']"
136768,Rule_Learning,"['word_26', 'word_107', 'word_267', 'word_284', 'word_334', 'word_399', 'word_634', 'word_646', 'word_716', 'word_896', 'word_1076', 'word_1077', 'word_1132', 'word_1204', 'word_1264', 'word_1291', 'word_1302', 'word_1333', 'word_1360']"
409255,Neural_Networks,"['word_57', 'word_239', 'word_349', 'word_487', 'word_503', 'word_726', 'word_763', 'word_963', 'word_1017', 'word_1076', 'word_1121', 'word_1150', 'word_1172', 'word_1178', 'word_1267', 'word_1275', 'word_1329', 'word_1341', 'word_1376']"
1152740,Reinforcement_Learning,"['word_197', 'word_511', 'word_932', 'word_1210', 'word_1248', 'word_1250', 'word_1264']"
1117833,Case_Based,"['word_41', 'word_188', 'word_235', 'word_334', 'word_461', 'word_510', 'word_625', 'word_641', 'word_716', 'word_751', 'word_759', 'word_778', 'word_806', 'word_813', 'word_817', 'word_820', 'word_1164', 'word_1174', 'word_1178', 'word_1307', 'word_1322', 'word_1326', 'word_1353', 'word_1385']"
309476,Theory,"['word_126', 'word_136', 'word_227', 'word_508', 'word_549', 'word_695', 'word_702', 'word_725', 'word_912', 'word_927', 'word_1132', 'word_1145', 'word_1176', 'word_1209', 'word_1210', 'word_1264', 'word_1321', 'word_1335', 'word_1361', 'word_1423']"
1120059,Neural_Networks,"['word_20', 'word_62', 'word_66', 'word_76', 'word_339', 'word_382', 'word_411', 'word_452', 'word_648', 'word_775', 'word_795', 'word_894', 'word_1061', 'word_1141', 'word_1173', 'word_1175', 'word_1254', 'word_1264', 'word_1357']"
80515,Neural_Networks,"['word_239', 'word_417', 'word_419', 'word_620', 'word_756', 'word_1074', 'word_1076', 'word_1376']"
65212,Neural_Networks,"['word_20', 'word_53', 'word_517', 'word_589', 'word_648', 'word_730', 'word_759', 'word_775', 'word_906', 'word_970', 'word_1022', 'word_1097', 'word_1178', 'word_1255', 'word_1258', 'word_1302', 'word_1382', 'word_1413', 'word_1415', 'word_1428']"
15892,Case_Based,"['word_41', 'word_251', 'word_325', 'word_384', 'word_606', 'word_620', 'word_673', 'word_676', 'word_1149', 'word_1157', 'word_1174', 'word_1178', 'word_1307', 'word_1329', 'word_1387', 'word_1394']"
1120084,Neural_Networks,"['word_20', 'word_53', 'word_94', 'word_412', 'word_435', 'word_512', 'word_621', 'word_624', 'word_699', 'word_706', 'word_730', 'word_761', 'word_775', 'word_875', 'word_964', 'word_971', 'word_980', 'word_1076', 'word_1119', 'word_1178', 'word_1210', 'word_1263', 'word_1264', 'word_1304']"
