id,category,super_category_red,in_degree,out_degree,keyword
49843,Rule_Learning,AI,3,5,word_4
593240,Genetic_Algorithms,Systems,2,4,word_123
207395,Case_Based,Systems,0,4,word_42
593248,Genetic_Algorithms,Systems,0,1,word_131
943087,Theory,Theory,0,1,word_53
7532,Neural_Networks,AI,6,2,word_33
7537,Neural_Networks,AI,7,1,word_57
25181,Neural_Networks,AI,6,2,word_133
25184,Neural_Networks,AI,2,4,word_133
16437,Neural_Networks,AI,6,0,word_2
1103985,Genetic_Algorithms,Systems,0,2,word_122
6814,Probabilistic_Methods,Theory,9,0,word_40
6818,Probabilistic_Methods,Theory,8,2,word_12
1154042,Neural_Networks,AI,0,2,word_5
23738,Theory,Theory,15,2,word_399
1107558,Probabilistic_Methods,Theory,0,1,word_100
137359,Rule_Learning,AI,4,0,word_541
16451,Neural_Networks,AI,1,4,word_20
318071,Probabilistic_Methods,Theory,1,0,word_45
1107572,Theory,Theory,0,3,word_40
49895,Rule_Learning,AI,0,1,word_23
16474,Neural_Networks,AI,1,4,word_7
1154076,Genetic_Algorithms,Systems,0,4,word_84
626999,Neural_Networks,AI,2,0,word_20
137380,Rule_Learning,AI,3,1,word_82
1119178,Case_Based,Systems,0,1,word_5
33904,Genetic_Algorithms,Systems,2,3,word_100
1119180,Case_Based,Systems,0,1,word_94
33907,Genetic_Algorithms,Systems,5,4,word_100
174418,Theory,Theory,2,2,word_129
70281,Neural_Networks,AI,2,0,word_20
9716,Theory,Theory,3,0,word_57
174425,Theory,Theory,2,0,word_122
416455,Genetic_Algorithms,Systems,0,4,word_27
18615,Rule_Learning,AI,3,5,word_127
127940,Neural_Networks,AI,2,2,word_6
1152663,Reinforcement_Learning,AI,0,1,word_94
675649,Neural_Networks,AI,1,4,word_26
1117760,Reinforcement_Learning,AI,0,3,word_133
1138091,Case_Based,Systems,0,1,word_57
1152673,Neural_Networks,AI,0,4,word_37
139547,Neural_Networks,AI,0,3,word_4
45533,Neural_Networks,AI,6,0,word_86
3217,Theory,Theory,5,0,word_206
1111240,Neural_Networks,AI,0,5,word_20
523574,Probabilistic_Methods,Theory,4,0,word_147
1110515,Genetic_Algorithms,Systems,0,4,word_13
73162,Probabilistic_Methods,Theory,10,0,word_13
52835,Rule_Learning,AI,1,2,word_40
3220,Neural_Networks,AI,17,1,word_9
3223,Theory,Theory,5,0,word_26
1129367,Genetic_Algorithms,Systems,0,2,word_152
1129368,Genetic_Algorithms,Systems,0,1,word_300
1129369,Genetic_Algorithms,Systems,0,1,word_98
84021,Genetic_Algorithms,Systems,7,5,word_180
1127913,Genetic_Algorithms,Systems,0,4,word_402
3233,Probabilistic_Methods,Theory,9,4,word_136
3235,Probabilistic_Methods,Theory,2,0,word_59
3236,Theory,Theory,5,0,word_28
562067,Probabilistic_Methods,Theory,1,4,word_27
3240,Theory,Theory,6,1,word_27
92065,Neural_Networks,AI,1,2,word_20
213246,Neural_Networks,AI,2,0,word_111
911198,Neural_Networks,AI,0,4,word_4
12158,Theory,Theory,2,4,word_166
20178,Case_Based,Systems,3,3,word_94
20179,Case_Based,Systems,4,0,word_41
80491,Neural_Networks,AI,3,0,word_66
561364,Probabilistic_Methods,Theory,1,3,word_27
20180,Case_Based,Systems,2,2,word_40
1817,Genetic_Algorithms,Systems,1,1,word_45
31043,Neural_Networks,AI,0,3,word_9
1102550,Genetic_Algorithms,Systems,0,4,word_40
20193,Case_Based,Systems,22,1,word_508
1110579,Case_Based,Systems,0,4,word_27
213279,Neural_Networks,AI,1,1,word_90
1133010,Probabilistic_Methods,Theory,0,2,word_20
157761,Theory,Theory,1,4,word_133
31055,Neural_Networks,AI,1,0,word_20
12194,Theory,Theory,1,0,word_63
1133028,Theory,Theory,0,1,word_136
578780,Genetic_Algorithms,Systems,0,4,word_4
12198,Theory,Theory,6,3,word_58
12199,Theory,Theory,2,4,word_90
90655,Neural_Networks,AI,2,3,word_20
6130,Neural_Networks,AI,5,3,word_53
337766,Case_Based,Systems,1,0,word_5
112787,Case_Based,Systems,1,1,word_41
1133047,Genetic_Algorithms,Systems,0,1,word_40
1105428,Rule_Learning,AI,0,3,word_45
785678,Genetic_Algorithms,Systems,0,1,word_98
644441,Probabilistic_Methods,Theory,2,1,word_66
672064,Neural_Networks,AI,1,2,word_53
41216,Neural_Networks,AI,1,1,word_20
1105433,Probabilistic_Methods,Theory,0,3,word_20
1113459,Reinforcement_Learning,AI,0,5,word_46
55770,Case_Based,Systems,3,0,word_5
6163,Reinforcement_Learning,AI,8,4,word_14
259701,Genetic_Algorithms,Systems,1,1,word_62
259702,Genetic_Algorithms,Systems,2,3,word_90
1131607,Probabilistic_Methods,Theory,0,3,word_24
430329,Neural_Networks,AI,1,1,word_20
643734,Neural_Networks,AI,1,2,word_18
643735,Neural_Networks,AI,1,0,word_20
656048,Case_Based,Systems,1,1,word_98
1131611,Theory,Theory,0,3,word_191
1105450,Theory,Theory,0,4,word_57
15076,Neural_Networks,AI,2,2,word_129
10793,Theory,Theory,0,1,word_60
647315,Genetic_Algorithms,Systems,1,0,word_79
33231,Probabilistic_Methods,Theory,8,0,word_20
1116328,Neural_Networks,AI,0,1,word_30
594025,Genetic_Algorithms,Systems,0,1,word_13
315266,Probabilistic_Methods,Theory,0,3,word_20
643777,Neural_Networks,AI,0,1,word_20
1130927,Neural_Networks,AI,0,2,word_14
1132385,Theory,Theory,0,2,word_136
1108329,Case_Based,Systems,0,5,word_2
1130929,Neural_Networks,AI,0,1,word_60
1104769,Probabilistic_Methods,Theory,0,1,word_113
594047,Genetic_Algorithms,Systems,2,2,word_42
1130931,Neural_Networks,AI,0,2,word_699
1130934,Neural_Networks,AI,0,1,word_5
141868,Case_Based,Systems,1,4,word_907
593329,Genetic_Algorithms,Systems,1,2,word_6
144701,Genetic_Algorithms,Systems,6,2,word_7
574462,Genetic_Algorithms,Systems,0,2,word_152
60170,Neural_Networks,AI,1,2,word_20
120039,Case_Based,Systems,0,3,word_59
502574,Case_Based,Systems,0,2,word_87
293974,Probabilistic_Methods,Theory,1,5,word_5
1108363,Case_Based,Systems,0,2,word_2
191216,Neural_Networks,AI,0,1,word_14
469504,Neural_Networks,AI,0,3,word_20
358866,Probabilistic_Methods,Theory,2,1,word_126
1116397,Case_Based,Systems,0,3,word_1150
191222,Neural_Networks,AI,2,0,word_42
36145,Neural_Networks,AI,5,2,word_20
1115677,Neural_Networks,AI,0,2,word_20
577331,Genetic_Algorithms,Systems,1,2,word_133
31863,Probabilistic_Methods,Theory,2,2,word_64
566488,Case_Based,Systems,0,1,word_225
358887,Probabilistic_Methods,Theory,2,0,word_64
6935,Rule_Learning,AI,8,2,word_49
6939,Rule_Learning,AI,1,2,word_27
197783,Neural_Networks,AI,0,3,word_3
34708,Neural_Networks,AI,3,1,word_98
1107674,Genetic_Algorithms,Systems,0,4,word_141
248119,Theory,Theory,0,3,word_188
318187,Rule_Learning,AI,1,0,word_48
1152714,Neural_Networks,AI,0,3,word_20
300071,Probabilistic_Methods,Theory,0,5,word_101
1120020,Reinforcement_Learning,AI,0,3,word_42
423816,Genetic_Algorithms,Systems,2,1,word_20
1106966,Reinforcement_Learning,AI,0,3,word_20
148341,Genetic_Algorithms,Systems,2,1,word_26
136766,Rule_Learning,AI,1,5,word_5
325497,Reinforcement_Learning,AI,0,1,word_101
136767,Theory,Theory,2,0,word_212
136768,Rule_Learning,AI,1,3,word_26
409255,Neural_Networks,AI,1,1,word_57
1152740,Reinforcement_Learning,AI,0,3,word_197
1117833,Case_Based,Systems,0,1,word_41
309476,Theory,Theory,0,2,word_126
1120059,Neural_Networks,AI,0,3,word_20
80515,Neural_Networks,AI,2,2,word_239
65212,Neural_Networks,AI,3,1,word_20
15892,Case_Based,Systems,2,1,word_41
1120084,Neural_Networks,AI,0,2,word_20
576691,Genetic_Algorithms,Systems,1,4,word_98
148399,Theory,Theory,0,4,word_122
175291,Neural_Networks,AI,1,5,word_20
117,Reinforcement_Learning,AI,17,0,word_100
157805,Theory,Theory,1,2,word_42
300806,Neural_Networks,AI,4,1,word_20
31105,Neural_Networks,AI,2,0,word_5
154982,Probabilistic_Methods,Theory,6,2,word_53
141160,Neural_Networks,AI,4,1,word_20
112813,Case_Based,Systems,0,1,word_2
98693,Genetic_Algorithms,Systems,2,2,word_107
98698,Genetic_Algorithms,Systems,1,3,word_198
192734,Theory,Theory,0,3,word_124
12247,Theory,Theory,2,4,word_4
1109891,Neural_Networks,AI,0,3,word_239
141171,Neural_Networks,AI,1,5,word_59
312409,Neural_Networks,AI,0,1,word_59
608190,Genetic_Algorithms,Systems,2,1,word_100
608191,Genetic_Algorithms,Systems,1,3,word_100
55801,Case_Based,Systems,1,2,word_5
1136791,Genetic_Algorithms,Systems,0,2,word_35
815073,Neural_Networks,AI,1,0,word_20
1114222,Probabilistic_Methods,Theory,0,3,word_62
173884,Probabilistic_Methods,Theory,0,4,word_20
1102646,Neural_Networks,AI,0,2,word_53
63832,Genetic_Algorithms,Systems,0,5,word_99
211906,Theory,Theory,0,1,word_4
83449,Case_Based,Systems,3,3,word_5
2654,Theory,Theory,13,0,word_99
815096,Neural_Networks,AI,1,2,word_9
277263,Rule_Learning,AI,0,3,word_206
1105505,Neural_Networks,AI,0,2,word_42
48550,Neural_Networks,AI,2,4,word_20
83461,Rule_Learning,AI,1,1,word_90
48555,Neural_Networks,AI,2,1,word_58
6238,Theory,Theory,4,0,word_27
636500,Theory,Theory,0,2,word_20
340078,Neural_Networks,AI,2,2,word_20
1113534,Neural_Networks,AI,0,1,word_59
578898,Genetic_Algorithms,Systems,1,1,word_119
1951,Case_Based,Systems,1,0,word_55
1952,Case_Based,Systems,4,1,word_5
1956,Case_Based,Systems,8,4,word_59
636511,Neural_Networks,AI,0,4,word_20
463825,Theory,Theory,0,4,word_53
1121569,Neural_Networks,AI,0,3,word_285
1105531,Probabilistic_Methods,Theory,0,4,word_20
74749,Theory,Theory,3,2,word_27
1132434,Neural_Networks,AI,0,2,word_352
582511,Theory,Theory,1,3,word_84
688849,Neural_Networks,AI,1,0,word_126
1997,Probabilistic_Methods,Theory,9,2,word_53
1131728,Case_Based,Systems,0,5,word_92
1106298,Theory,Theory,0,2,word_79
86359,Reinforcement_Learning,AI,4,3,word_100
647413,Genetic_Algorithms,Systems,0,3,word_57
1131734,Genetic_Algorithms,Systems,0,1,word_20
562940,Rule_Learning,AI,2,0,word_22
230879,Neural_Networks,AI,18,0,word_131
1104851,Theory,Theory,0,4,word_26
1152075,Theory,Theory,0,2,word_262
58758,Genetic_Algorithms,Systems,6,1,word_195
230884,Neural_Networks,AI,4,3,word_40
1132486,Neural_Networks,AI,0,4,word_40
39890,Probabilistic_Methods,Theory,18,1,word_19
66782,Rule_Learning,AI,2,1,word_94
218410,Reinforcement_Learning,AI,2,1,word_20
647447,Genetic_Algorithms,Systems,1,4,word_9
1117184,Case_Based,Systems,0,4,word_42
66794,Probabilistic_Methods,Theory,3,4,word_324
227178,Genetic_Algorithms,Systems,5,1,word_42
936,Case_Based,Systems,8,0,word_5
940,Case_Based,Systems,3,1,word_39
575292,Genetic_Algorithms,Systems,2,3,word_20
941,Case_Based,Systems,5,0,word_5
1109185,Neural_Networks,AI,0,1,word_20
85688,Rule_Learning,AI,5,1,word_40
28202,Reinforcement_Learning,AI,3,4,word_133
379288,Case_Based,Systems,1,0,word_28
1154229,Probabilistic_Methods,Theory,0,2,word_20
1109199,Genetic_Algorithms,Systems,0,3,word_26
118682,Probabilistic_Methods,Theory,0,3,word_20
153598,Reinforcement_Learning,AI,1,2,word_93
1154251,Neural_Networks,AI,0,4,word_37
62417,Probabilistic_Methods,Theory,2,1,word_64
1125909,Probabilistic_Methods,Theory,0,2,word_20
79809,Theory,Theory,8,5,word_7
70441,Case_Based,Systems,0,3,word_5
70442,Case_Based,Systems,2,2,word_26
70444,Case_Based,Systems,5,0,word_192
79817,Probabilistic_Methods,Theory,1,2,word_20
129558,Case_Based,Systems,0,2,word_5
892139,Reinforcement_Learning,AI,0,4,word_99
576725,Genetic_Algorithms,Systems,1,2,word_3
28254,Neural_Networks,AI,4,5,word_20
1246,Reinforcement_Learning,AI,5,0,word_508
237376,Theory,Theory,0,1,word_90
27531,Neural_Networks,AI,2,2,word_20
397488,Genetic_Algorithms,Systems,2,1,word_94
42847,Neural_Networks,AI,1,4,word_20
42848,Genetic_Algorithms,Systems,2,0,word_66
155736,Theory,Theory,1,3,word_53
155738,Theory,Theory,2,2,word_133
39124,Case_Based,Systems,0,3,word_204
39127,Rule_Learning,AI,16,0,word_127
39130,Case_Based,Systems,4,2,word_42
1153577,Genetic_Algorithms,Systems,0,5,word_100
335733,Genetic_Algorithms,Systems,1,2,word_62
28290,Reinforcement_Learning,AI,6,2,word_68
18815,Case_Based,Systems,2,0,word_53
1136814,Genetic_Algorithms,Systems,0,3,word_100
1120169,Theory,Theory,0,4,word_234
82087,Genetic_Algorithms,Systems,0,4,word_63
178209,Rule_Learning,AI,5,1,word_100
139738,Neural_Networks,AI,1,0,word_133
82090,Genetic_Algorithms,Systems,1,2,word_58
18834,Reinforcement_Learning,AI,3,2,word_62
39165,Probabilistic_Methods,Theory,3,4,word_20
190698,Neural_Networks,AI,3,0,word_141
1125992,Case_Based,Systems,0,5,word_5
1109957,Reinforcement_Learning,AI,0,3,word_58
46470,Theory,Theory,1,0,word_122
46476,Rule_Learning,AI,0,1,word_201
1129570,Genetic_Algorithms,Systems,0,3,word_20
1071981,Reinforcement_Learning,AI,0,1,word_94
1129573,Genetic_Algorithms,Systems,0,3,word_36
39199,Neural_Networks,AI,3,3,word_7
12337,Neural_Networks,AI,6,0,word_273
29723,Probabilistic_Methods,Theory,4,2,word_20
694759,Genetic_Algorithms,Systems,0,2,word_7
46491,Theory,Theory,12,0,word_42
1128856,Rule_Learning,AI,0,3,word_9
1107010,Case_Based,Systems,0,4,word_27
643199,Genetic_Algorithms,Systems,1,2,word_62
1104182,Reinforcement_Learning,AI,0,2,word_64
12347,Neural_Networks,AI,2,1,word_20
63915,Neural_Networks,AI,4,2,word_25
519353,Probabilistic_Methods,Theory,1,3,word_3
608292,Genetic_Algorithms,Systems,0,3,word_36
1121603,Neural_Networks,AI,0,3,word_414
1130356,Theory,Theory,0,1,word_3
12359,Neural_Networks,AI,3,2,word_20
192850,Theory,Theory,1,4,word_212
7032,Probabilistic_Methods,Theory,5,1,word_20
1128881,Rule_Learning,AI,0,1,word_53
140569,Neural_Networks,AI,0,2,word_20
1114331,Genetic_Algorithms,Systems,0,5,word_40
561581,Probabilistic_Methods,Theory,2,4,word_17
561582,Probabilistic_Methods,Theory,1,2,word_17
192870,Neural_Networks,AI,2,1,word_20
1113614,Reinforcement_Learning,AI,0,3,word_20
1102761,Case_Based,Systems,0,3,word_65
116528,Theory,Theory,3,0,word_40
561595,Probabilistic_Methods,Theory,2,3,word_17
94416,Rule_Learning,AI,1,1,word_89
5600,Case_Based,Systems,5,1,word_27
1000012,Rule_Learning,AI,0,5,word_65
1114364,Neural_Networks,AI,0,1,word_20
1121659,Probabilistic_Methods,Theory,0,1,word_5
66809,Reinforcement_Learning,AI,1,0,word_35
6343,Case_Based,Systems,5,0,word_26
212777,Rule_Learning,AI,0,3,word_40
583318,Genetic_Algorithms,Systems,0,2,word_46
350319,Neural_Networks,AI,1,2,word_335
116553,Genetic_Algorithms,Systems,1,5,word_42
170338,Reinforcement_Learning,AI,0,3,word_12
179706,Neural_Networks,AI,1,0,word_98
1112929,Neural_Networks,AI,0,2,word_20
656231,Case_Based,Systems,1,1,word_13
14531,Case_Based,Systems,6,0,word_716
1106370,Neural_Networks,AI,0,3,word_20
1109208,Genetic_Algorithms,Systems,0,1,word_53
1114398,Neural_Networks,AI,0,2,word_3
95188,Case_Based,Systems,2,4,word_41
510718,Probabilistic_Methods,Theory,0,3,word_20
208345,Case_Based,Systems,2,3,word_94
6378,Reinforcement_Learning,AI,3,3,word_3
22563,Neural_Networks,AI,19,3,word_25
10981,Neural_Networks,AI,2,1,word_8
110041,Genetic_Algorithms,Systems,2,0,word_195
14549,Theory,Theory,2,3,word_4
95198,Case_Based,Systems,1,0,word_5
6385,Reinforcement_Learning,AI,8,0,word_1
575331,Genetic_Algorithms,Systems,0,2,word_229
568045,Rule_Learning,AI,0,4,word_187
1136110,Neural_Networks,AI,0,1,word_253
1131828,Case_Based,Systems,0,1,word_13
67584,Probabilistic_Methods,Theory,3,0,word_53
243274,Neural_Networks,AI,0,1,word_20
135464,Neural_Networks,AI,5,0,word_20
1105672,Neural_Networks,AI,0,4,word_20
93755,Theory,Theory,1,0,word_177
756061,Neural_Networks,AI,3,0,word_40
522338,Probabilistic_Methods,Theory,2,0,word_3
219239,Theory,Theory,2,4,word_40
61073,Genetic_Algorithms,Systems,1,0,word_20
262178,Genetic_Algorithms,Systems,3,0,word_20
686015,Neural_Networks,AI,0,4,word_284
1110024,Case_Based,Systems,0,2,word_1
613409,Probabilistic_Methods,Theory,1,1,word_126
686030,Neural_Networks,AI,0,2,word_40
227286,Neural_Networks,AI,1,4,word_4
45061,Theory,Theory,0,1,word_42
646836,Genetic_Algorithms,Systems,0,2,word_66
1108551,Theory,Theory,0,2,word_136
13885,Neural_Networks,AI,5,2,word_29
1104999,Genetic_Algorithms,Systems,0,5,word_141
566653,Case_Based,Systems,2,1,word_235
1127430,Genetic_Algorithms,Systems,0,2,word_62
299197,Neural_Networks,AI,0,5,word_133
1135455,Neural_Networks,AI,0,1,word_3
97377,Theory,Theory,3,1,word_42
592826,Rule_Learning,AI,1,2,word_55
566664,Case_Based,Systems,1,2,word_155
686061,Theory,Theory,0,4,word_20
592830,Rule_Learning,AI,1,5,word_5
573964,Genetic_Algorithms,Systems,3,2,word_62
1155073,Rule_Learning,AI,0,3,word_75
17476,Reinforcement_Learning,AI,9,4,word_39
17477,Genetic_Algorithms,Systems,1,1,word_133
190706,Genetic_Algorithms,Systems,2,3,word_20
28336,Genetic_Algorithms,Systems,1,3,word_39
573978,Genetic_Algorithms,Systems,0,3,word_100
1107861,Theory,Theory,0,3,word_98
17488,Reinforcement_Learning,AI,1,0,word_5
1128198,Genetic_Algorithms,Systems,0,2,word_9
1108597,Case_Based,Systems,0,1,word_119
103515,Genetic_Algorithms,Systems,9,2,word_60
27623,Neural_Networks,AI,9,0,word_20
200480,Case_Based,Systems,0,5,word_133
103529,Case_Based,Systems,1,2,word_13
649730,Neural_Networks,AI,1,2,word_86
39210,Neural_Networks,AI,2,4,word_20
46501,Theory,Theory,2,0,word_64
27632,Reinforcement_Learning,AI,1,2,word_39
649739,Neural_Networks,AI,1,2,word_20
1119471,Theory,Theory,0,4,word_4
103531,Case_Based,Systems,2,1,word_18
470511,Case_Based,Systems,0,3,word_36
509233,Theory,Theory,0,1,word_42
236759,Neural_Networks,AI,0,4,word_14
237489,Neural_Networks,AI,2,2,word_20
1152944,Reinforcement_Learning,AI,0,2,word_511
1118764,Theory,Theory,0,4,word_4
643221,Probabilistic_Methods,Theory,16,3,word_103
608326,Genetic_Algorithms,Systems,2,2,word_42
643239,Probabilistic_Methods,Theory,6,2,word_26
1131116,Genetic_Algorithms,Systems,0,4,word_27
202639,Neural_Networks,AI,9,2,word_20
141324,Genetic_Algorithms,Systems,2,4,word_66
1128927,Rule_Learning,AI,0,1,word_20
561610,Probabilistic_Methods,Theory,1,2,word_225
561611,Probabilistic_Methods,Theory,2,0,word_65
147870,Neural_Networks,AI,3,1,word_20
248395,Neural_Networks,AI,2,1,word_20
1128935,Rule_Learning,AI,0,5,word_13
241133,Theory,Theory,1,2,word_135
141342,Genetic_Algorithms,Systems,7,1,word_7
141347,Genetic_Algorithms,Systems,1,2,word_26
1128946,Genetic_Algorithms,Systems,0,2,word_300
1131164,Probabilistic_Methods,Theory,0,1,word_136
12439,Neural_Networks,AI,3,3,word_20
1131167,Probabilistic_Methods,Theory,0,2,word_90
1129683,Genetic_Algorithms,Systems,0,5,word_115
359067,Case_Based,Systems,0,3,word_5
117315,Genetic_Algorithms,Systems,1,2,word_36
117316,Genetic_Algorithms,Systems,1,3,word_1
144212,Genetic_Algorithms,Systems,1,3,word_27
1106401,Theory,Theory,0,2,word_64
1134022,Genetic_Algorithms,Systems,0,2,word_7
13193,Reinforcement_Learning,AI,2,3,word_134
1131192,Probabilistic_Methods,Theory,0,1,word_65
1107136,Genetic_Algorithms,Systems,0,1,word_66
1128982,Genetic_Algorithms,Systems,0,2,word_204
653441,Probabilistic_Methods,Theory,2,5,word_1
385251,Theory,Theory,0,2,word_65
1126011,Probabilistic_Methods,Theory,0,1,word_20
1115166,Case_Based,Systems,0,1,word_5
737204,Neural_Networks,AI,0,1,word_2
118079,Reinforcement_Learning,AI,0,2,word_20
1122460,Neural_Networks,AI,0,2,word_26
1114442,Genetic_Algorithms,Systems,0,5,word_5
589923,Probabilistic_Methods,Theory,1,3,word_20
1121739,Reinforcement_Learning,AI,0,1,word_79
1126037,Neural_Networks,AI,0,2,word_20
645452,Probabilistic_Methods,Theory,1,0,word_62
753264,Theory,Theory,2,2,word_252
1126044,Neural_Networks,AI,0,5,word_42
1105718,Neural_Networks,AI,0,3,word_40
48764,Reinforcement_Learning,AI,2,0,word_20
48768,Reinforcement_Learning,AI,1,0,word_3
1113742,Genetic_Algorithms,Systems,0,2,word_195
575402,Genetic_Algorithms,Systems,1,2,word_35
168958,Neural_Networks,AI,0,2,word_100
78508,Neural_Networks,AI,1,0,word_2
289085,Neural_Networks,AI,1,4,word_20
78511,Genetic_Algorithms,Systems,3,4,word_80
308232,Rule_Learning,AI,0,3,word_4
75691,Neural_Networks,AI,0,2,word_53
75693,Reinforcement_Learning,AI,1,0,word_251
75694,Reinforcement_Learning,AI,1,0,word_98
155158,Rule_Learning,AI,2,0,word_84
1105764,Reinforcement_Learning,AI,0,5,word_120
1152259,Probabilistic_Methods,Theory,0,2,word_117
579008,Genetic_Algorithms,Systems,5,3,word_94
1128201,Genetic_Algorithms,Systems,0,1,word_142
1133390,Theory,Theory,0,1,word_62
1118083,Neural_Networks,AI,0,3,word_74
78549,Neural_Networks,AI,0,3,word_14
595056,Genetic_Algorithms,Systems,0,5,word_2
1118092,Reinforcement_Learning,AI,0,3,word_3
1125386,Theory,Theory,0,4,word_132
78552,Neural_Networks,AI,4,2,word_4
78555,Neural_Networks,AI,3,0,word_408
78557,Neural_Networks,AI,5,4,word_620
646900,Genetic_Algorithms,Systems,4,0,word_141
595063,Genetic_Algorithms,Systems,0,3,word_100
1128227,Genetic_Algorithms,Systems,0,4,word_122
89416,Probabilistic_Methods,Theory,5,2,word_40
578306,Neural_Networks,AI,1,3,word_100
440815,Probabilistic_Methods,Theory,1,2,word_98
72056,Neural_Networks,AI,1,1,word_20
1119505,Genetic_Algorithms,Systems,0,2,word_135
1128256,Theory,Theory,0,2,word_26
1108656,Case_Based,Systems,0,2,word_94
71336,Neural_Networks,AI,1,0,word_592
1109392,Neural_Networks,AI,0,3,word_47
40886,Neural_Networks,AI,7,0,word_16
1115959,Neural_Networks,AI,0,3,word_20
578347,Neural_Networks,AI,1,5,word_40
284023,Neural_Networks,AI,4,2,word_20
345340,Reinforcement_Learning,AI,0,5,word_46
118873,Neural_Networks,AI,3,0,word_20
8687,Rule_Learning,AI,2,1,word_51
226698,Neural_Networks,AI,2,0,word_74
578365,Neural_Networks,AI,2,0,word_132
1135589,Neural_Networks,AI,0,2,word_28
8696,Theory,Theory,2,0,word_472
1118823,Theory,Theory,0,4,word_59
411005,Neural_Networks,AI,0,5,word_9
509315,Genetic_Algorithms,Systems,0,2,word_81
171954,Theory,Theory,4,2,word_78
230300,Reinforcement_Learning,AI,1,3,word_94
1105011,Probabilistic_Methods,Theory,0,1,word_136
1121057,Case_Based,Systems,0,2,word_2
592973,Genetic_Algorithms,Systems,2,1,word_3
592975,Genetic_Algorithms,Systems,1,5,word_66
48066,Theory,Theory,0,1,word_127
248431,Genetic_Algorithms,Systems,1,0,word_443
1121063,Theory,Theory,0,2,word_13
592986,Genetic_Algorithms,Systems,1,4,word_46
48075,Rule_Learning,AI,0,2,word_98
289885,Probabilistic_Methods,Theory,2,4,word_20
592993,Genetic_Algorithms,Systems,3,0,word_62
592996,Genetic_Algorithms,Systems,2,0,word_55
28489,Reinforcement_Learning,AI,2,0,word_39
590022,Probabilistic_Methods,Theory,0,3,word_20
111676,Case_Based,Systems,1,0,word_8
13205,Reinforcement_Learning,AI,2,0,word_158
13208,Reinforcement_Learning,AI,2,2,word_2
102938,Neural_Networks,AI,1,3,word_2
102939,Neural_Networks,AI,2,0,word_20
416867,Theory,Theory,1,0,word_59
574009,Genetic_Algorithms,Systems,1,1,word_2
294239,Neural_Networks,AI,0,2,word_20
1131223,Probabilistic_Methods,Theory,0,2,word_9
77108,Theory,Theory,2,0,word_119
5064,Case_Based,Systems,7,4,word_5
5069,Case_Based,Systems,3,5,word_5
1131230,Probabilistic_Methods,Theory,0,1,word_42
40125,Probabilistic_Methods,Theory,1,4,word_62
20526,Reinforcement_Learning,AI,2,4,word_100
20528,Case_Based,Systems,3,3,word_53
77112,Theory,Theory,0,1,word_24
107251,Theory,Theory,2,4,word_156
107252,Theory,Theory,0,4,word_99
5075,Case_Based,Systems,3,1,word_5
126128,Neural_Networks,AI,0,1,word_522
734406,Neural_Networks,AI,1,0,word_41
40131,Neural_Networks,AI,1,1,word_132
703953,Probabilistic_Methods,Theory,0,1,word_59
40135,Neural_Networks,AI,2,0,word_4
1131257,Probabilistic_Methods,Theory,0,2,word_193
1123239,Neural_Networks,AI,0,2,word_76
1129778,Genetic_Algorithms,Systems,0,4,word_28
273949,Theory,Theory,1,3,word_20
1131266,Probabilistic_Methods,Theory,0,1,word_4
1130539,Case_Based,Systems,0,5,word_107
377303,Genetic_Algorithms,Systems,1,1,word_7
179180,Neural_Networks,AI,3,0,word_20
1129798,Genetic_Algorithms,Systems,0,1,word_264
1114512,Rule_Learning,AI,0,3,word_48
12558,Genetic_Algorithms,Systems,0,1,word_20
853114,Neural_Networks,AI,3,1,word_20
853115,Neural_Networks,AI,4,0,word_20
853116,Neural_Networks,AI,2,3,word_20
853118,Neural_Networks,AI,1,1,word_218
1114526,Theory,Theory,0,3,word_337
212930,Neural_Networks,AI,0,4,word_20
206371,Genetic_Algorithms,Systems,1,3,word_195
105856,Neural_Networks,AI,3,4,word_20
463,Case_Based,Systems,1,0,word_60
20592,Neural_Networks,AI,1,2,word_20
51049,Probabilistic_Methods,Theory,5,0,word_42
20593,Neural_Networks,AI,0,3,word_20
83746,Neural_Networks,AI,1,2,word_508
124734,Theory,Theory,2,4,word_183
106590,Probabilistic_Methods,Theory,2,2,word_5
1133417,Probabilistic_Methods,Theory,0,2,word_20
1125402,Probabilistic_Methods,Theory,0,1,word_26
1153024,Probabilistic_Methods,Theory,0,2,word_5
853155,Neural_Networks,AI,1,3,word_20
1118120,Neural_Networks,AI,0,1,word_86
1105810,Case_Based,Systems,0,2,word_5
1113831,Genetic_Algorithms,Systems,0,3,word_26
646289,Probabilistic_Methods,Theory,1,0,word_136
1106546,Probabilistic_Methods,Theory,0,3,word_5
31479,Probabilistic_Methods,Theory,7,0,word_66
31483,Probabilistic_Methods,Theory,4,0,word_20
31489,Probabilistic_Methods,Theory,11,1,word_26
94639,Genetic_Algorithms,Systems,6,0,word_65
631015,Neural_Networks,AI,2,0,word_20
645571,Probabilistic_Methods,Theory,1,1,word_150
1106568,Neural_Networks,AI,0,2,word_20
7296,Neural_Networks,AI,1,0,word_20
1132731,Genetic_Algorithms,Systems,0,2,word_133
1153064,Theory,Theory,0,2,word_18
93923,Rule_Learning,AI,1,3,word_48
87363,Genetic_Algorithms,Systems,1,4,word_6
395540,Probabilistic_Methods,Theory,1,2,word_20
395547,Neural_Networks,AI,0,4,word_14
